literature_id,reference_short,doi,year,source_dataset,formulation_id,cell_type,salt_name,salt_name_2,salt_name_3,salt_concentration_m,salt_concentration_2_m,salt_concentration_3_m,anion_name,solvent_1,solvent_1_fraction,solvent_2,solvent_2_fraction,solvent_3,solvent_3_fraction,additive_1,additive_1_fraction,additive_2,additive_2_fraction,temperature_c,current_density_ma_cm2,areal_capacity_mah_cm2,ce_mean,ce_std,ce_metric_definition,cycle_count,interfacial_resistance_ohm_cm2,conductivity_ms_cm,viscosity_cp,transference_number,substrate_type,separator_type,usable_for_md,pilot_priority,raw_source_location,notes,raw_electrolyte_text,raw_reference_id,fc,oc,fo,inor,f_total,f_solvent,f_anion,o_total,o_solvent,o_anion,c_total,c_solvent,c_anion,in_pilot_window,ce_bin
cui2023_043,Kim et al. PNAS 2023,10.1073/pnas.2214357120,2023,cui_pnas_2023_dataset_s01,3m_litfsi_dme,Li|Cu,LiTFSI,,,3.0,,,TFSI,DME,1.0,,,,,,,,,,0.5,1.0,95.7,,Aurbach,10.0,,,,,,,yes,medium,"Jiao, S. et al. Stable cycling of high-voltage lithium metal batteries in ether electrolytes. Nat. Energy 3, 739–746 (2018).",,3M LiTFSI DME,17.0,0.4042544707829104,0.7021272353914552,0.5757567153160317,1.3085089415658209,0.0890623352893636,0.0,0.0890623352893636,0.1546874450964545,0.0953125549035454,0.0593748901929091,0.2203125549035454,0.1906251098070908,0.0296874450964545,True,mid
cui2023_046,Kim et al. PNAS 2023,10.1073/pnas.2214357120,2023,cui_pnas_2023_dataset_s01,6_m_lipf6_ec_dec_1_1_vol,Li|Cu,LiPF6,,,6.0,,,PF6,EC,0.5,DEC,0.5,,,,,,,,0.5,1.0,96.0,,Cycle,90.0,,,,,,,yes,medium,"Yuan, S. et al. Revisiting the designing criteria of advanced solid electrolyte interphase on lithium metal anode under practical condition. Nano Energy 83, 105847 (2021).",,6 M LiPF6 EC-DEC (1:1 vol),46.0,0.8349141403597302,0.808581579885922,1.0325663620454022,1.7826480769722737,0.1825282292192541,0.0,0.1825282292192541,0.1767714269305514,0.1767714269305514,0.0,0.2186191614153405,0.2186191614153405,0.0,True,mid
cui2023_049,Kim et al. PNAS 2023,10.1073/pnas.2214357120,2023,cui_pnas_2023_dataset_s01,3_25m_litfsi_sl,Li|Cu,LiTFSI,,,3.25,,,TFSI,SL,1.0,,,,,,,,,,0.5,1.0,96.5,,Cycle,100.0,,,,,,,yes,medium,"Fu, J. et al. Lithium Nitrate Regulated Sulfone Electrolytes for Lithium Metal Batteries. Angew. Chemie Int. Ed. 59, 22194–22201 (2020).",,3.25M LiTFSI SL,24.0,0.402275686840317,0.7011378434201585,0.5737469323835261,1.5210283997772744,0.0931217311161578,0.0,0.0931217311161578,0.1623045385694713,0.1002233844920327,0.0620811540774385,0.2314873460227847,0.2004467689840655,0.0310405770387192,True,mid
cui2023_058,Kim et al. PNAS 2023,10.1073/pnas.2214357120,2023,cui_pnas_2023_dataset_s01,0_5_m_litfsi_0_5_m_lino3_dol_dme_1_1_v,Li|Cu,LiTFSI,LiNO3,,0.5,0.5,,TFSI,DOL,0.5,DME,0.5,,,,,,,,0.5,0.5,97.0,,Cycle,100.0,,,,,,,yes,medium,"May, R., Fritzsching, K. J., Livitz, D., Denny, S. R. & Marbella, L. E. Rapid Interfacial Exchange of Li Ions Dictates High Coulombic Efficiency in Li Metal Anodes. ACS Energy Lett. 6, 1162–1169 (2021).",,0.5 M LiTFSI 0.5 M LiNO3 DOL-DME (1:1 v),48.0,0.0718957792491235,0.6576269522515341,0.1093260837363373,0.7774532510000733,0.0180447169030797,0.0,0.0180447169030797,0.1650540866953426,0.1440019169750829,0.0210521697202596,0.2509843705922373,0.2449694649578774,0.0060149056343599,True,mid
cui2023_055,Kim et al. PNAS 2023,10.1073/pnas.2214357120,2023,cui_pnas_2023_dataset_s01,1m_lipf6_fec_dec_1_1_w_w,Li|Cu,LiPF6,,,1.0,,,PF6,FEC,0.4013997529847674,EC,0.5986002470152326,DEC,,,,,,,1.0,1.0,97.0,,Cycle,40.0,,,,,,,yes,medium,"Genovese, M. et al. Combinatorial Methods for Improving Lithium Metal Cycling Efficiency. J. Electrochem. Soc. 165, A3000–A3013 (2018).",,1M LiPF6 FEC-DEC (1:1 w/w),10.0,0.2791178598823517,0.7602378314832817,0.3671454488627218,1.0636200803066806,0.0756972920947941,0.0362140027500061,0.039483289344788,0.206177939367833,0.206177939367833,0.0,0.2712018934463762,0.2712018934463762,0.0,True,mid
cui2023_063,Kim et al. PNAS 2023,10.1073/pnas.2214357120,2023,cui_pnas_2023_dataset_s01,1m_lifsi_dme,Li|Cu,LiFSI,,,1.0,,,FSI,DME,1.0,,,,,,,,,,0.5,1.0,97.25,,Aurbach,10.0,,,,,,,yes,medium,"Kim, S. C. et al. Potentiometric Measurement to Probe Solvation Energy and Its Correlation to Lithium Battery Cyclability. J. Am. Chem. Soc. 143, 10301–10308 (2021).",,1M LiFSI DME,5.0,0.0519124423963133,0.6038248847926267,0.0859726780126688,0.7336059907834102,0.0121872717929299,0.0,0.0121872717929299,0.1417574987152787,0.1173829551294187,0.0243745435858599,0.2347659102588375,0.2347659102588375,0.0,True,mid
cui2023_070,Kim et al. PNAS 2023,10.1073/pnas.2214357120,2023,cui_pnas_2023_dataset_s01,5_m_lifsi_pc,Li|Cu,LiFSI,,,5.0,,,FSI,PC,1.0,,,,,,,,,,0.5,1.0,97.5,,Cycle,100.0,,,,,,,yes,medium,"Fan, X. et al. Highly Fluorinated Interphases Enable High-Voltage Li-Metal Batteries. Chem 4, 174–185 (2018).",,5 M LiFSI PC,52.0,0.2126833333333333,1.175366666666667,0.1809506253367743,1.7070749999999997,0.0493073935974961,0.0,0.0493073935974961,0.2724908715055737,0.1738760843105813,0.0986147871949923,0.2318347790807751,0.2318347790807751,0.0,True,mid
cui2023_079,Kim et al. PNAS 2023,10.1073/pnas.2214357120,2023,cui_pnas_2023_dataset_s01,1m_litfsi_dme_dol_1_1_3_lino3,Li|Cu,LiTFSI,LiNO3,,1.0,0.4663763909046928,,TFSI,DME,0.5,DOL,0.5,,,,,,,,0.5,1.0,97.8,,Cycle,350.0,,,,,,,yes,medium,"Qiu, F. et al. A Concentrated Ternary-Salts Electrolyte for High Reversible Li Metal Battery with Slight Excess Li. Adv. Energy Mater. 9, 1803372 (2019).",,1M LiTFSI DME-DOL (1:1) 3% LiNO3,12.0,0.1404262079490808,0.6866835270815207,0.2044991650606611,0.9082380836804292,0.034465817032538,0.0,0.034465817032538,0.1685376907153353,0.1375234576817016,0.0310142330336336,0.2454372124399703,0.2339486067624576,0.0114886056775126,True,mid
cui2023_081,Kim et al. PNAS 2023,10.1073/pnas.2214357120,2023,cui_pnas_2023_dataset_s01,4_6_m_lifsi_2_3_m_litfsi_dme,Li|Cu,LiTFSI,LiFSI,,4.6,2.3,,TFSI,DME,1.0,,,,,,,,,,0.5,0.5,97.9,,Cycle,200.0,,,,,,,yes,medium,"Alvarado, J. et al. Bisalt ether electrolytes: a pathway towards lithium metal batteries with Ni-rich cathodes. Energy Environ. Sci. 12, 780–794 (2019).",,4.6 M LiFSI 2.3 M LiTFSI DME,56.0,0.4839280668701304,1.1828566046614724,0.4091181170760999,2.10231993171472,0.0957528778904736,0.0,0.0957528778904736,0.2340470243038946,0.1191435708353263,0.1149034534685683,0.1978659318310842,0.1787153562529895,0.0191505755780947,True,mid
cui2023_088,Kim et al. PNAS 2023,10.1073/pnas.2214357120,2023,cui_pnas_2023_dataset_s01,4_6_m_lifsi_dme,Li|Cu,LiFSI,,,4.6,,,FSI,DME,1.0,,,,,,,,,,0.5,0.5,98.2,,Cycle,200.0,,,,,,,yes,medium,"Alvarado, J. et al. Bisalt ether electrolytes: a pathway towards lithium metal batteries with Ni-rich cathodes. Energy Environ. Sci. 12, 780–794 (2019).",,4.6 M LiFSI DME,56.0,0.2387972350230415,0.977594470046083,0.2442702391839274,1.5745875576036867,0.045975716332696,0.0,0.045975716332696,0.188216609957457,0.096265177292065,0.091951432665392,0.19253035458413,0.19253035458413,0.0,True,mid
cui2023_091,Kim et al. PNAS 2023,10.1073/pnas.2214357120,2023,cui_pnas_2023_dataset_s01,0_4m_litfsi_0_6m_lino3_dol_dme_1_1_vol,Li|Cu,LiTFSI,LiNO3,,0.4,0.6,,TFSI,DOL,0.5,DME,0.5,,,,,,,,0.5,1.0,98.34,,Cycle,250.0,,,,,,,yes,medium,"Chu, H. et al. Unraveling the Dual Functionality of High-Donor-Number Anion in Lean-Electrolyte Lithium-Sulfur Batteries. Adv. Energy Mater. 10, 2000493 (2020).",,0.4M LiTFSI 0.6M LiNO3 DOL-DME (1:1 vol),6.0,0.0577936312763823,0.658386105081338,0.0877807578719213,0.7595249598150071,0.0145319224791011,0.0,0.0145319224791011,0.1655479268053746,0.144961036626648,0.0205868901787266,0.2514450495350637,0.2466010753753633,0.0048439741597003,True,mid
